2025-12-02 16:10:14 | DEBUG | llm_batch_analyzer:96 | 日志系统初始化完成 | name=llm_batch_analyzer | 控制台级别=DEBUG | 文件路径=logs\llm_batch_analyzer.log
2025-12-02 16:10:14 | DEBUG | llm_batch_analyzer:121 | [流水线初始化] OpenAIClient 初始化成功
2025-12-02 17:28:39 | INFO  | llm_batch_analyzer:225 | ========== [批次启动] 批次 038: 740~759 ==========
2025-12-02 17:28:44 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1525，累计 tokens=1120986，本次费用=$0.007625，累计费用=$5.604930
2025-12-02 17:28:51 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1508，累计 tokens=1122494，本次费用=$0.007540，累计费用=$5.612470
2025-12-02 17:28:57 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1437，累计 tokens=1123931，本次费用=$0.007185，累计费用=$5.619655
2025-12-02 17:29:02 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1534，累计 tokens=1125465，本次费用=$0.007670，累计费用=$5.627325
2025-12-02 17:29:14 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1511，累计 tokens=1126976，本次费用=$0.007555，累计费用=$5.634880
2025-12-02 17:29:21 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1527，累计 tokens=1128503，本次费用=$0.007635，累计费用=$5.642515
2025-12-02 17:29:26 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1465，累计 tokens=1129968，本次费用=$0.007325，累计费用=$5.649840
2025-12-02 17:29:31 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1431，累计 tokens=1131399，本次费用=$0.007155，累计费用=$5.656995
2025-12-02 17:29:36 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1541，累计 tokens=1132940，本次费用=$0.007705，累计费用=$5.664700
2025-12-02 17:29:44 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1609，累计 tokens=1134549，本次费用=$0.008045，累计费用=$5.672745
2025-12-02 17:29:50 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1544，累计 tokens=1136093，本次费用=$0.007720，累计费用=$5.680465
2025-12-02 17:29:56 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1548，累计 tokens=1137641，本次费用=$0.007740，累计费用=$5.688205
2025-12-02 17:30:06 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1460，累计 tokens=1139101，本次费用=$0.007300，累计费用=$5.695505
2025-12-02 17:30:11 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1509，累计 tokens=1140610，本次费用=$0.007545，累计费用=$5.703050
2025-12-02 17:30:17 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1524，累计 tokens=1142134，本次费用=$0.007620，累计费用=$5.710670
2025-12-02 17:30:24 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1412，累计 tokens=1143546，本次费用=$0.007060，累计费用=$5.717730
2025-12-02 17:30:31 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1431，累计 tokens=1144977，本次费用=$0.007155，累计费用=$5.724885
2025-12-02 17:30:37 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1494，累计 tokens=1146471，本次费用=$0.007470，累计费用=$5.732355
2025-12-02 17:30:42 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1516，累计 tokens=1147987，本次费用=$0.007580，累计费用=$5.739935
2025-12-02 17:30:58 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1521，累计 tokens=1149508，本次费用=$0.007605，累计费用=$5.747540
2025-12-02 17:30:58 | INFO  | llm_batch_analyzer:185 | [LLM 调用] 批量分析完成，返回 20 条。
2025-12-02 17:30:58 | INFO  | llm_batch_analyzer:170 | [分批保存] 第 38 批结果已保存为：F:\Scientific-Research\LLM-SLWI\data\systematic_review\llm_results\R2_analysis_batch_038.csv
2025-12-02 17:30:58 | INFO  | llm_batch_analyzer:225 | ========== [批次启动] 批次 039: 760~779 ==========
2025-12-02 17:31:02 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1498，累计 tokens=1151006，本次费用=$0.007490，累计费用=$5.755030
2025-12-02 17:31:09 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1613，累计 tokens=1152619，本次费用=$0.008065，累计费用=$5.763095
2025-12-02 17:31:16 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1451，累计 tokens=1154070，本次费用=$0.007255，累计费用=$5.770350
2025-12-02 17:31:20 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1498，累计 tokens=1155568，本次费用=$0.007490，累计费用=$5.777840
2025-12-02 17:31:25 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1513，累计 tokens=1157081，本次费用=$0.007565，累计费用=$5.785405
2025-12-02 17:31:30 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1550，累计 tokens=1158631，本次费用=$0.007750，累计费用=$5.793155
2025-12-02 17:31:52 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1556，累计 tokens=1160187，本次费用=$0.007780，累计费用=$5.800935
2025-12-02 17:31:59 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1514，累计 tokens=1161701，本次费用=$0.007570，累计费用=$5.808505
2025-12-02 17:32:07 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1562，累计 tokens=1163263，本次费用=$0.007810，累计费用=$5.816315
2025-12-02 17:32:12 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1402，累计 tokens=1164665，本次费用=$0.007010，累计费用=$5.823325
2025-12-02 17:32:17 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1381，累计 tokens=1166046，本次费用=$0.006905，累计费用=$5.830230
2025-12-02 17:32:23 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1577，累计 tokens=1167623，本次费用=$0.007885，累计费用=$5.838115
2025-12-02 17:32:29 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1430，累计 tokens=1169053，本次费用=$0.007150，累计费用=$5.845265
2025-12-02 17:32:33 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1512，累计 tokens=1170565，本次费用=$0.007560，累计费用=$5.852825
2025-12-02 17:32:37 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1453，累计 tokens=1172018，本次费用=$0.007265，累计费用=$5.860090
2025-12-02 17:32:43 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1527，累计 tokens=1173545，本次费用=$0.007635，累计费用=$5.867725
2025-12-02 17:32:50 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1530，累计 tokens=1175075，本次费用=$0.007650，累计费用=$5.875375
2025-12-02 17:32:57 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1555，累计 tokens=1176630，本次费用=$0.007775，累计费用=$5.883150
2025-12-02 17:33:04 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1553，累计 tokens=1178183，本次费用=$0.007765，累计费用=$5.890915
2025-12-02 17:33:09 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1560，累计 tokens=1179743，本次费用=$0.007800，累计费用=$5.898715
2025-12-02 17:33:09 | INFO  | llm_batch_analyzer:185 | [LLM 调用] 批量分析完成，返回 20 条。
2025-12-02 17:33:09 | INFO  | llm_batch_analyzer:170 | [分批保存] 第 39 批结果已保存为：F:\Scientific-Research\LLM-SLWI\data\systematic_review\llm_results\R2_analysis_batch_039.csv
2025-12-02 17:33:09 | INFO  | llm_batch_analyzer:225 | ========== [批次启动] 批次 040: 780~799 ==========
2025-12-02 17:33:14 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1478，累计 tokens=1181221，本次费用=$0.007390，累计费用=$5.906105
2025-12-02 17:33:20 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1636，累计 tokens=1182857，本次费用=$0.008180，累计费用=$5.914285
2025-12-02 17:33:26 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1543，累计 tokens=1184400，本次费用=$0.007715，累计费用=$5.922000
2025-12-02 17:33:30 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1453，累计 tokens=1185853，本次费用=$0.007265，累计费用=$5.929265
2025-12-02 17:33:36 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1570，累计 tokens=1187423，本次费用=$0.007850，累计费用=$5.937115
2025-12-02 17:33:43 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1642，累计 tokens=1189065，本次费用=$0.008210，累计费用=$5.945325
2025-12-02 17:33:48 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1434，累计 tokens=1190499，本次费用=$0.007170，累计费用=$5.952495
2025-12-02 17:33:54 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1532，累计 tokens=1192031，本次费用=$0.007660，累计费用=$5.960155
2025-12-02 17:33:58 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1531，累计 tokens=1193562，本次费用=$0.007655，累计费用=$5.967810
2025-12-02 17:34:07 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1449，累计 tokens=1195011，本次费用=$0.007245，累计费用=$5.975055
2025-12-02 17:34:11 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1499，累计 tokens=1196510，本次费用=$0.007495，累计费用=$5.982550
2025-12-02 17:34:16 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1488，累计 tokens=1197998，本次费用=$0.007440，累计费用=$5.989990
2025-12-02 17:34:21 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1544，累计 tokens=1199542，本次费用=$0.007720，累计费用=$5.997710
2025-12-02 17:34:29 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1464，累计 tokens=1201006，本次费用=$0.007320，累计费用=$6.005030
2025-12-02 17:34:36 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1529，累计 tokens=1202535，本次费用=$0.007645，累计费用=$6.012675
2025-12-02 17:34:45 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1631，累计 tokens=1204166，本次费用=$0.008155，累计费用=$6.020830
2025-12-02 17:34:51 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1434，累计 tokens=1205600，本次费用=$0.007170，累计费用=$6.028000
2025-12-02 17:34:58 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1450，累计 tokens=1207050，本次费用=$0.007250，累计费用=$6.035250
2025-12-02 17:35:03 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1477，累计 tokens=1208527，本次费用=$0.007385，累计费用=$6.042635
2025-12-02 17:35:07 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1415，累计 tokens=1209942，本次费用=$0.007075，累计费用=$6.049710
2025-12-02 17:35:07 | INFO  | llm_batch_analyzer:185 | [LLM 调用] 批量分析完成，返回 20 条。
2025-12-02 17:35:07 | INFO  | llm_batch_analyzer:170 | [分批保存] 第 40 批结果已保存为：F:\Scientific-Research\LLM-SLWI\data\systematic_review\llm_results\R2_analysis_batch_040.csv
2025-12-02 17:35:07 | INFO  | llm_batch_analyzer:225 | ========== [批次启动] 批次 041: 800~819 ==========
2025-12-02 17:35:16 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1506，累计 tokens=1211448，本次费用=$0.007530，累计费用=$6.057240
2025-12-02 17:35:21 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1526，累计 tokens=1212974，本次费用=$0.007630，累计费用=$6.064870
2025-12-02 17:35:28 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1534，累计 tokens=1214508，本次费用=$0.007670，累计费用=$6.072540
2025-12-02 17:35:35 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1558，累计 tokens=1216066，本次费用=$0.007790，累计费用=$6.080330
2025-12-02 17:35:41 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1807，累计 tokens=1217873，本次费用=$0.009035，累计费用=$6.089365
2025-12-02 17:35:48 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1441，累计 tokens=1219314，本次费用=$0.007205，累计费用=$6.096570
2025-12-02 17:35:54 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1527，累计 tokens=1220841，本次费用=$0.007635，累计费用=$6.104205
2025-12-02 17:36:02 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1473，累计 tokens=1222314，本次费用=$0.007365，累计费用=$6.111570
2025-12-02 17:36:07 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1485，累计 tokens=1223799，本次费用=$0.007425，累计费用=$6.118995
2025-12-02 17:36:11 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1450，累计 tokens=1225249，本次费用=$0.007250，累计费用=$6.126245
2025-12-02 17:36:18 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1555，累计 tokens=1226804，本次费用=$0.007775，累计费用=$6.134020
2025-12-02 17:36:22 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1387，累计 tokens=1228191，本次费用=$0.006935，累计费用=$6.140955
2025-12-02 17:36:27 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1536，累计 tokens=1229727，本次费用=$0.007680，累计费用=$6.148635
2025-12-02 17:36:33 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1570，累计 tokens=1231297，本次费用=$0.007850，累计费用=$6.156485
2025-12-02 17:36:37 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1440，累计 tokens=1232737，本次费用=$0.007200，累计费用=$6.163685
2025-12-02 17:36:58 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1448，累计 tokens=1234185，本次费用=$0.007240，累计费用=$6.170925
2025-12-02 17:37:04 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1485，累计 tokens=1235670，本次费用=$0.007425，累计费用=$6.178350
2025-12-02 17:37:14 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1464，累计 tokens=1237134，本次费用=$0.007320，累计费用=$6.185670
2025-12-02 17:37:19 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1488，累计 tokens=1238622，本次费用=$0.007440，累计费用=$6.193110
2025-12-02 17:37:25 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1424，累计 tokens=1240046，本次费用=$0.007120，累计费用=$6.200230
2025-12-02 17:37:25 | INFO  | llm_batch_analyzer:185 | [LLM 调用] 批量分析完成，返回 20 条。
2025-12-02 17:37:25 | INFO  | llm_batch_analyzer:170 | [分批保存] 第 41 批结果已保存为：F:\Scientific-Research\LLM-SLWI\data\systematic_review\llm_results\R2_analysis_batch_041.csv
2025-12-02 17:37:25 | INFO  | llm_batch_analyzer:225 | ========== [批次启动] 批次 042: 820~839 ==========
2025-12-02 17:37:30 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1446，累计 tokens=1241492，本次费用=$0.007230，累计费用=$6.207460
2025-12-02 17:37:40 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1609，累计 tokens=1243101，本次费用=$0.008045，累计费用=$6.215505
2025-12-02 17:37:45 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1409，累计 tokens=1244510，本次费用=$0.007045，累计费用=$6.222550
2025-12-02 17:37:54 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1619，累计 tokens=1246129，本次费用=$0.008095，累计费用=$6.230645
2025-12-02 17:38:02 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1353，累计 tokens=1247482，本次费用=$0.006765，累计费用=$6.237410
2025-12-02 17:38:07 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1623，累计 tokens=1249105，本次费用=$0.008115，累计费用=$6.245525
2025-12-02 17:38:12 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1435，累计 tokens=1250540，本次费用=$0.007175，累计费用=$6.252700
2025-12-02 17:38:18 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1477，累计 tokens=1252017，本次费用=$0.007385，累计费用=$6.260085
2025-12-02 17:38:23 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1533，累计 tokens=1253550，本次费用=$0.007665，累计费用=$6.267750
2025-12-02 17:38:29 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1458，累计 tokens=1255008，本次费用=$0.007290，累计费用=$6.275040
2025-12-02 17:38:36 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1528，累计 tokens=1256536，本次费用=$0.007640，累计费用=$6.282680
2025-12-02 17:38:41 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1382，累计 tokens=1257918，本次费用=$0.006910，累计费用=$6.289590
2025-12-02 17:38:47 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1393，累计 tokens=1259311，本次费用=$0.006965，累计费用=$6.296555
2025-12-02 17:38:54 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1560，累计 tokens=1260871，本次费用=$0.007800，累计费用=$6.304355
2025-12-02 17:39:01 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1556，累计 tokens=1262427，本次费用=$0.007780，累计费用=$6.312135
2025-12-02 17:39:06 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1487，累计 tokens=1263914，本次费用=$0.007435，累计费用=$6.319570
2025-12-02 17:39:11 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1524，累计 tokens=1265438，本次费用=$0.007620，累计费用=$6.327190
2025-12-02 17:39:15 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1440，累计 tokens=1266878，本次费用=$0.007200，累计费用=$6.334390
2025-12-02 17:39:20 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1414，累计 tokens=1268292，本次费用=$0.007070，累计费用=$6.341460
2025-12-02 17:39:25 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1475，累计 tokens=1269767，本次费用=$0.007375，累计费用=$6.348835
2025-12-02 17:39:25 | INFO  | llm_batch_analyzer:185 | [LLM 调用] 批量分析完成，返回 20 条。
2025-12-02 17:39:25 | INFO  | llm_batch_analyzer:170 | [分批保存] 第 42 批结果已保存为：F:\Scientific-Research\LLM-SLWI\data\systematic_review\llm_results\R2_analysis_batch_042.csv
2025-12-02 17:39:25 | INFO  | llm_batch_analyzer:225 | ========== [批次启动] 批次 043: 840~859 ==========
2025-12-02 17:39:30 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1406，累计 tokens=1271173，本次费用=$0.007030，累计费用=$6.355865
2025-12-02 17:39:38 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1398，累计 tokens=1272571，本次费用=$0.006990，累计费用=$6.362855
2025-12-02 17:39:43 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1439，累计 tokens=1274010，本次费用=$0.007195，累计费用=$6.370050
2025-12-02 17:39:51 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1532，累计 tokens=1275542，本次费用=$0.007660，累计费用=$6.377710
2025-12-02 17:39:58 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1674，累计 tokens=1277216，本次费用=$0.008370，累计费用=$6.386080
2025-12-02 17:40:05 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1585，累计 tokens=1278801，本次费用=$0.007925，累计费用=$6.394005
2025-12-02 17:40:12 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1430，累计 tokens=1280231，本次费用=$0.007150，累计费用=$6.401155
2025-12-02 17:40:17 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1580，累计 tokens=1281811，本次费用=$0.007900，累计费用=$6.409055
2025-12-02 17:40:23 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1467，累计 tokens=1283278，本次费用=$0.007335，累计费用=$6.416390
2025-12-02 17:40:35 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1527，累计 tokens=1284805，本次费用=$0.007635，累计费用=$6.424025
2025-12-02 17:40:41 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1371，累计 tokens=1286176，本次费用=$0.006855，累计费用=$6.430880
2025-12-02 17:40:46 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1525，累计 tokens=1287701，本次费用=$0.007625，累计费用=$6.438505
2025-12-02 17:41:08 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1454，累计 tokens=1289155，本次费用=$0.007270，累计费用=$6.445775
2025-12-02 17:41:14 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1432，累计 tokens=1290587，本次费用=$0.007160，累计费用=$6.452935
2025-12-02 17:41:22 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1610，累计 tokens=1292197，本次费用=$0.008050，累计费用=$6.460985
2025-12-02 17:41:28 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1446，累计 tokens=1293643，本次费用=$0.007230，累计费用=$6.468215
2025-12-02 17:41:33 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1585，累计 tokens=1295228，本次费用=$0.007925，累计费用=$6.476140
2025-12-02 17:41:39 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1675，累计 tokens=1296903，本次费用=$0.008375，累计费用=$6.484515
2025-12-02 17:41:44 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1493，累计 tokens=1298396，本次费用=$0.007465，累计费用=$6.491980
2025-12-02 17:41:50 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1599，累计 tokens=1299995，本次费用=$0.007995，累计费用=$6.499975
2025-12-02 17:41:50 | INFO  | llm_batch_analyzer:185 | [LLM 调用] 批量分析完成，返回 20 条。
2025-12-02 17:41:50 | INFO  | llm_batch_analyzer:170 | [分批保存] 第 43 批结果已保存为：F:\Scientific-Research\LLM-SLWI\data\systematic_review\llm_results\R2_analysis_batch_043.csv
2025-12-02 17:41:50 | INFO  | llm_batch_analyzer:225 | ========== [批次启动] 批次 044: 860~879 ==========
2025-12-02 17:41:58 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1466，累计 tokens=1301461，本次费用=$0.007330，累计费用=$6.507305
2025-12-02 17:42:03 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1743，累计 tokens=1303204，本次费用=$0.008715，累计费用=$6.516020
2025-12-02 17:42:08 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1549，累计 tokens=1304753，本次费用=$0.007745，累计费用=$6.523765
2025-12-02 17:42:15 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1547，累计 tokens=1306300，本次费用=$0.007735，累计费用=$6.531500
2025-12-02 17:42:20 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1507，累计 tokens=1307807，本次费用=$0.007535，累计费用=$6.539035
2025-12-02 17:42:25 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1428，累计 tokens=1309235，本次费用=$0.007140，累计费用=$6.546175
2025-12-02 17:42:29 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1455，累计 tokens=1310690，本次费用=$0.007275，累计费用=$6.553450
2025-12-02 17:42:34 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1439，累计 tokens=1312129，本次费用=$0.007195，累计费用=$6.560645
2025-12-02 17:42:40 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1454，累计 tokens=1313583，本次费用=$0.007270，累计费用=$6.567915
2025-12-02 17:42:45 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1279，累计 tokens=1314862，本次费用=$0.006395，累计费用=$6.574310
2025-12-02 17:42:52 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1412，累计 tokens=1316274，本次费用=$0.007060，累计费用=$6.581370
2025-12-02 17:42:58 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1470，累计 tokens=1317744，本次费用=$0.007350，累计费用=$6.588720
2025-12-02 17:43:04 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1594，累计 tokens=1319338，本次费用=$0.007970，累计费用=$6.596690
2025-12-02 17:43:09 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1428，累计 tokens=1320766，本次费用=$0.007140，累计费用=$6.603830
2025-12-02 17:43:14 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1374，累计 tokens=1322140，本次费用=$0.006870，累计费用=$6.610700
